,host_response_time,host_response_rate,host_is_superhost,host_verification_level,neighbourhood_cleansed,host_identity_verified,is_location_exact,instant_bookable,property_type,room_type,bed_type,Wifi,Heating,Essentials,Smoke detector,Kitchen,Carbon monoxide detector,Hangers,Air conditioning,Shampoo,Hair dryer,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy,reviews_per_month
129,1.0,100.0,1,3.0,Charlestown,0,1,1,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,325.0,0.0,139.0,0.0,23.0,92.0,9.0,9.0,9.0,9.0,strict_14_with_grace_period,0.79
130,1.0,100.0,1,5.0,Charlestown,1,1,0,House,Entire home/apt,Real Bed,True,False,True,True,True,True,True,False,True,True,175.0,0.0,0.0,0.0,149.0,96.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.88
131,1.0,100.0,1,8.0,South End,0,1,0,Other,Private room,Real Bed,True,True,True,True,False,True,True,True,True,True,175.0,0.0,0.0,0.0,18.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.6
132,1.0,100.0,1,8.0,South End,0,1,0,Other,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,199.0,0.0,0.0,0.0,12.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.41
133,3.0,100.0,0,4.0,South Boston,1,1,0,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,155.0,1000.0,175.0,25.0,5.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.16
134,1.0,96.0,0,6.0,Roxbury,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,False,True,163.0,500.0,105.0,0.0,100.0,85.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,1.29
135,3.0,93.0,0,8.0,Beacon Hill,0,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,1000.0,250.0,0.0,17.0,91.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,0.38
136,2.0,100.0,1,6.0,Charlestown,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,0.0,25.0,0.0,321.0,98.0,10.0,10.0,10.0,10.0,moderate,4.17
138,2.0,100.0,1,5.0,Jamaica Plain,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,False,True,False,False,90.0,150.0,45.0,0.0,23.0,95.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.3
139,2.0,100.0,1,5.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,225.0,0.0,50.0,0.0,22.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.29
141,1.0,100.0,1,9.0,Jamaica Plain,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,550.0,300.0,110.0,50.0,63.0,97.0,9.0,10.0,10.0,9.0,flexible,0.88
142,1.0,100.0,0,3.0,Roslindale,0,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,25.0,0.0,0.0,0.0,4.0,95.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.06
143,1.0,100.0,1,7.0,Jamaica Plain,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,200.0,35.0,0.0,177.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.56
144,2.0,100.0,1,6.0,Roslindale,1,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,50.0,0.0,20.0,30.0,134.0,97.0,10.0,10.0,10.0,9.0,moderate,3.22
145,1.0,97.0,0,7.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,125.0,0.0,45.0,0.0,419.0,87.0,8.0,10.0,10.0,10.0,strict_14_with_grace_period,6.05
146,2.0,100.0,0,4.0,Jamaica Plain,1,1,0,House,Private room,Real Bed,True,True,True,False,True,False,True,False,True,False,85.0,0.0,0.0,0.0,35.0,95.0,9.0,10.0,10.0,10.0,moderate,0.51
147,1.0,100.0,1,7.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,False,True,True,False,False,False,True,False,False,295.0,150.0,90.0,100.0,346.0,97.0,10.0,10.0,10.0,10.0,moderate,4.93
149,1.0,100.0,1,4.0,Roxbury,1,1,1,Condominium,Entire home/apt,Real Bed,True,True,False,True,True,False,True,True,True,True,169.0,0.0,70.0,10.0,41.0,96.0,10.0,10.0,9.0,8.0,strict_14_with_grace_period,0.54
150,1.0,100.0,1,4.0,Roxbury,1,1,1,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,149.0,0.0,40.0,0.0,34.0,96.0,10.0,10.0,10.0,8.0,strict_14_with_grace_period,0.46
151,1.0,97.0,0,7.0,North End,0,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,125.0,0.0,45.0,0.0,485.0,93.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,7.01
152,1.0,100.0,1,6.0,Downtown,1,1,0,Loft,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,275.0,500.0,100.0,75.0,66.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.93
153,3.0,100.0,0,4.0,Dorchester,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,False,True,True,False,True,79.0,100.0,30.0,10.0,7.0,66.0,7.0,8.0,7.0,5.0,moderate,0.1
154,3.0,100.0,0,4.0,Dorchester,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,False,True,True,49.0,100.0,30.0,10.0,24.0,89.0,9.0,10.0,9.0,7.0,moderate,0.33
155,1.0,100.0,1,10.0,Roslindale,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,239.0,250.0,100.0,20.0,54.0,96.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.87
156,1.0,100.0,0,5.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,140.0,0.0,150.0,0.0,26.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.67
157,2.0,100.0,1,4.0,North End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,125.0,200.0,50.0,10.0,330.0,93.0,10.0,10.0,10.0,10.0,flexible,4.6
158,1.0,100.0,0,7.0,Downtown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,200.0,500.0,125.0,10.0,67.0,92.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.17
159,2.0,100.0,1,5.0,Roslindale,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,False,True,True,True,90.0,0.0,15.0,0.0,54.0,97.0,10.0,10.0,10.0,9.0,moderate,0.83
160,1.0,97.0,0,7.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,False,True,True,True,125.0,0.0,45.0,0.0,491.0,89.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,6.95
162,1.0,100.0,1,10.0,West Roxbury,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,119.0,150.0,50.0,20.0,74.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.1
163,1.0,100.0,0,6.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,170.0,400.0,125.0,40.0,28.0,97.0,10.0,10.0,10.0,10.0,super_strict_60,0.42
164,1.0,100.0,1,7.0,South End,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,False,True,False,True,False,False,85.0,100.0,45.0,100.0,222.0,98.0,10.0,10.0,10.0,10.0,moderate,3.21
165,1.0,100.0,1,5.0,South Boston,1,1,0,House,Private room,Real Bed,True,True,True,True,False,True,False,True,True,False,120.0,0.0,95.0,0.0,56.0,99.0,10.0,10.0,10.0,10.0,moderate,2.4
166,3.0,100.0,1,10.0,Jamaica Plain,0,1,0,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,107.0,100.0,25.0,0.0,19.0,91.0,9.0,10.0,10.0,9.0,flexible,0.27
167,1.0,100.0,0,5.0,South End,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,False,True,True,True,140.0,0.0,26.0,15.0,233.0,90.0,9.0,10.0,10.0,10.0,moderate,3.28
169,2.0,100.0,0,3.0,North End,0,1,1,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,False,True,False,True,160.0,500.0,175.0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.53
170,2.0,83.0,0,4.0,Beacon Hill,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,125.0,0.0,0.0,0.0,8.0,85.0,8.0,10.0,10.0,10.0,flexible,0.11
171,2.0,100.0,1,5.0,Jamaica Plain,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,80.0,0.0,0.0,10.0,22.0,100.0,10.0,10.0,10.0,10.0,moderate,0.31
172,3.0,100.0,1,5.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,False,True,True,True,75.0,0.0,40.0,10.0,82.0,97.0,10.0,10.0,10.0,10.0,moderate,1.18
173,1.0,100.0,1,6.0,Jamaica Plain,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,90.0,150.0,40.0,0.0,288.0,96.0,10.0,10.0,10.0,10.0,moderate,4.11
174,2.0,100.0,1,9.0,Fenway,1,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,200.0,95.0,50.0,80.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.15
176,3.0,90.0,0,6.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,70.0,150.0,0.0,20.0,131.0,96.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.88
177,1.0,100.0,0,4.0,Back Bay,1,1,0,House,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,100.0,500.0,60.0,100.0,122.0,92.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,2.2
178,1.0,100.0,0,4.0,Back Bay,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,500.0,60.0,100.0,81.0,93.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.17
179,3.0,93.0,0,8.0,Mission Hill,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,95.0,1000.0,150.0,0.0,28.0,93.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,0.4
180,2.0,100.0,1,5.0,Jamaica Plain,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,439.0,400.0,150.0,15.0,62.0,94.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.94
181,4.0,18.0,0,6.0,Dorchester,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,61.0,0.0,10.0,10.0,182.0,88.0,9.0,10.0,10.0,9.0,moderate,2.59
182,4.0,18.0,0,6.0,Dorchester,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,0.0,0.0,0.0,255.0,90.0,8.0,10.0,9.0,9.0,moderate,3.66
183,4.0,18.0,0,6.0,Dorchester,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,False,False,True,60.0,0.0,10.0,10.0,180.0,90.0,9.0,10.0,10.0,9.0,moderate,2.73
185,1.0,90.0,0,6.0,East Boston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,False,True,True,115.0,0.0,0.0,0.0,439.0,86.0,8.0,9.0,9.0,9.0,strict_14_with_grace_period,6.29
186,1.0,90.0,0,6.0,East Boston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,False,False,True,105.0,0.0,0.0,0.0,444.0,89.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,6.37
187,1.0,100.0,0,3.0,Roslindale,0,0,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,26.0,0.0,0.0,0.0,7.0,80.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,0.11
189,3.0,100.0,1,5.0,Brighton,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,0.0,0.0,49.0,220.0,97.0,10.0,10.0,10.0,10.0,moderate,3.31
190,1.0,96.0,0,6.0,Roxbury,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,False,False,False,False,False,True,False,False,275.0,500.0,130.0,0.0,84.0,88.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,1.22
191,1.0,90.0,0,6.0,East Boston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,100.0,0.0,15.0,431.0,87.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,6.2
192,1.0,90.0,0,6.0,East Boston,0,1,1,House,Private room,Futon,True,True,True,True,True,True,True,True,True,True,100.0,0.0,0.0,0.0,398.0,85.0,8.0,9.0,9.0,9.0,strict_14_with_grace_period,5.71
194,3.0,83.0,0,7.0,Jamaica Plain,1,1,0,Loft,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,130.0,400.0,60.0,40.0,25.0,95.0,10.0,10.0,10.0,10.0,moderate,0.43
195,1.0,96.0,0,6.0,Roxbury,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,False,False,False,False,False,True,False,False,167.0,500.0,105.0,0.0,106.0,89.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,1.55
197,1.0,100.0,0,4.0,South End,1,0,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,165.0,0.0,65.0,10.0,79.0,90.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,1.22
198,3.0,50.0,0,6.0,Charlestown,0,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,395.0,1000.0,150.0,0.0,1.0,94.0,10.0,10.0,8.0,8.0,strict_14_with_grace_period,0.01
200,1.0,100.0,0,8.0,North End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,False,True,True,True,True,True,True,True,159.0,0.0,85.0,25.0,130.0,93.0,9.0,10.0,9.0,10.0,super_strict_30,2.11
201,1.0,100.0,0,4.0,Jamaica Plain,0,1,1,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,121.0,0.0,75.0,0.0,9.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.19
202,1.0,100.0,0,9.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,145.0,150.0,50.0,5.0,150.0,79.0,8.0,9.0,9.0,10.0,strict_14_with_grace_period,2.18
205,1.0,100.0,0,6.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,160.0,400.0,125.0,40.0,23.0,93.0,10.0,9.0,10.0,10.0,super_strict_60,0.34
207,2.0,100.0,0,5.0,Beacon Hill,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,650.0,100.0,55.0,45.0,23.0,89.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.35
208,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,False,False,False,False,True,True,False,76.0,100.0,25.0,15.0,462.0,97.0,10.0,10.0,10.0,9.0,flexible,6.81
209,1.0,100.0,0,8.0,Brighton,1,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,False,True,False,True,True,147.0,200.0,75.0,30.0,210.0,94.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,3.1
210,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,False,True,True,47.0,100.0,20.0,0.0,320.0,98.0,10.0,10.0,10.0,10.0,flexible,4.72
211,1.0,100.0,1,4.0,South Boston,0,0,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,125.0,150.0,75.0,50.0,24.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.45
212,1.0,96.0,0,6.0,Roxbury,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,265.0,500.0,130.0,0.0,99.0,86.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,1.52
214,2.0,100.0,1,4.0,Roxbury,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,0.0,0.0,30.0,33.0,95.0,9.0,10.0,10.0,8.0,strict_14_with_grace_period,0.51
215,2.0,100.0,1,4.0,Roxbury,1,1,0,House,Private room,Real Bed,True,True,False,False,False,False,False,True,False,False,67.0,0.0,0.0,30.0,34.0,97.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.54
217,1.0,100.0,0,6.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,40.0,100.0,20.0,15.0,219.0,88.0,9.0,9.0,9.0,9.0,moderate,3.27
218,2.0,100.0,1,4.0,Roxbury,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,68.0,0.0,0.0,25.0,15.0,100.0,9.0,10.0,10.0,8.0,strict_14_with_grace_period,0.22
219,1.0,100.0,1,4.0,South End,1,1,0,House,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,350.0,350.0,0.0,100.0,23.0,93.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.35
220,1.0,100.0,0,8.0,North End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,True,99.0,0.0,75.0,0.0,205.0,95.0,10.0,10.0,10.0,10.0,super_strict_30,3.08
221,2.0,100.0,1,5.0,Charlestown,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,69.0,0.0,25.0,0.0,94.0,94.0,10.0,9.0,10.0,9.0,flexible,1.42
222,2.0,100.0,1,4.0,Dorchester,1,0,0,Bed and breakfast,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,80.0,0.0,0.0,20.0,265.0,98.0,10.0,10.0,10.0,10.0,flexible,3.95
223,1.0,100.0,0,4.0,Mission Hill,1,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,70.0,150.0,25.0,0.0,161.0,83.0,8.0,10.0,10.0,10.0,strict_14_with_grace_period,2.41
224,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,False,True,75.0,100.0,25.0,16.0,458.0,97.0,10.0,10.0,10.0,10.0,flexible,6.95
225,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,False,True,True,False,83.0,100.0,25.0,15.0,492.0,97.0,10.0,10.0,10.0,10.0,flexible,7.39
228,2.0,100.0,0,4.0,Back Bay,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,325.0,300.0,100.0,0.0,20.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.31
229,2.0,100.0,1,4.0,Dorchester,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,60.0,0.0,10.0,20.0,34.0,98.0,10.0,10.0,10.0,9.0,flexible,0.51
232,3.0,100.0,1,5.0,Charlestown,1,0,0,Apartment,Entire home/apt,Pull-out Sofa,True,True,True,True,True,True,False,False,True,True,59.0,200.0,50.0,0.0,32.0,98.0,10.0,10.0,10.0,9.0,moderate,0.49
233,2.0,100.0,0,3.0,Charlestown,0,1,0,Townhouse,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,350.0,500.0,200.0,0.0,3.0,100.0,10.0,10.0,10.0,10.0,moderate,0.33
234,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,77.0,100.0,25.0,15.0,477.0,98.0,10.0,10.0,10.0,10.0,flexible,7.23
235,1.0,100.0,0,8.0,Brighton,1,1,1,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,140.0,200.0,100.0,25.0,92.0,90.0,9.0,10.0,10.0,10.0,moderate,1.41
236,3.0,100.0,0,6.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,150.0,0.0,50.0,35.0,6.0,92.0,8.0,8.0,9.0,8.0,flexible,0.09
238,1.0,100.0,1,7.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,63.0,100.0,25.0,15.0,513.0,98.0,10.0,10.0,10.0,10.0,flexible,7.86
241,1.0,100.0,0,6.0,Downtown,1,1,1,Townhouse,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,450.0,0.0,145.0,50.0,139.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.12
242,2.0,100.0,1,7.0,Roxbury,1,1,1,Townhouse,Private room,Pull-out Sofa,True,True,True,True,True,True,True,True,True,True,78.0,0.0,0.0,50.0,10.0,98.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.97
243,1.0,97.0,0,7.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,False,True,True,False,115.0,0.0,45.0,0.0,414.0,87.0,8.0,10.0,10.0,10.0,strict_14_with_grace_period,6.27
245,1.0,100.0,0,5.0,Jamaica Plain,1,0,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,125.0,250.0,70.0,35.0,27.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.46
247,1.0,100.0,1,4.0,South Boston Waterfront,0,1,0,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,105.0,0.0,10.0,5.0,170.0,95.0,10.0,10.0,10.0,10.0,moderate,4.72
249,1.0,93.0,0,4.0,Roxbury,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,300.0,0.0,20.0,152.0,96.0,10.0,10.0,10.0,9.0,flexible,2.52
250,2.0,100.0,1,4.0,Jamaica Plain,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,145.0,0.0,50.0,25.0,178.0,97.0,10.0,10.0,10.0,10.0,moderate,2.76
252,4.0,0.0,0,6.0,Roslindale,0,0,0,Loft,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,102.0,227.0,45.0,28.0,7.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.13
253,4.0,0.0,0,6.0,Roslindale,0,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,120.0,353.0,71.0,35.0,41.0,92.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.64
255,1.0,100.0,0,4.0,Jamaica Plain,1,1,0,Townhouse,Entire home/apt,Real Bed,True,True,False,True,True,True,True,True,False,True,165.0,0.0,40.0,0.0,17.0,98.0,10.0,10.0,10.0,9.0,flexible,0.58
256,3.0,88.0,1,5.0,West Roxbury,0,1,0,Other,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,60.0,0.0,15.0,0.0,60.0,99.0,10.0,10.0,10.0,10.0,flexible,1.5
259,1.0,100.0,1,5.0,Brighton,1,1,1,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,100.0,20.0,25.0,251.0,95.0,10.0,10.0,10.0,9.0,moderate,4.42
260,2.0,100.0,0,5.0,Fenway,1,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,182.0,200.0,100.0,100.0,2.0,80.0,6.0,7.0,9.0,10.0,strict_14_with_grace_period,0.05
261,2.0,100.0,1,4.0,Dorchester,1,1,0,Bed and breakfast,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,0.0,0.0,20.0,182.0,99.0,10.0,10.0,10.0,10.0,flexible,2.83
263,2.0,100.0,1,3.0,Roslindale,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,0.0,0.0,39.0,97.0,10.0,10.0,10.0,10.0,flexible,0.67
264,2.0,100.0,0,6.0,Fenway,1,1,1,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,213.0,0.0,100.0,0.0,6.0,83.0,9.0,9.0,8.0,10.0,moderate,0.1
265,2.0,100.0,0,6.0,Fenway,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,298.0,0.0,100.0,0.0,11.0,87.0,10.0,9.0,9.0,10.0,moderate,0.19
266,2.0,100.0,0,6.0,West End,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,293.0,0.0,100.0,0.0,4.0,100.0,10.0,9.0,10.0,10.0,moderate,0.06
267,2.0,100.0,0,6.0,West End,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,312.0,0.0,100.0,0.0,6.0,93.0,10.0,10.0,10.0,10.0,moderate,0.1
268,2.0,100.0,0,6.0,West End,1,1,0,Other,Entire home/apt,Real Bed,True,True,False,False,True,False,True,True,False,False,217.0,0.0,100.0,0.0,6.0,97.0,10.0,10.0,10.0,10.0,moderate,0.11
269,2.0,100.0,0,6.0,Downtown,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,244.0,0.0,100.0,0.0,9.0,96.0,10.0,10.0,10.0,10.0,moderate,0.16
270,2.0,100.0,0,6.0,Back Bay,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,231.0,0.0,100.0,0.0,6.0,90.0,9.0,8.0,9.0,10.0,moderate,0.1
271,1.0,100.0,0,9.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,195.0,200.0,50.0,15.0,111.0,77.0,8.0,8.0,9.0,8.0,strict_14_with_grace_period,1.91
272,1.0,100.0,0,6.0,Dorchester,1,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,False,True,True,False,90.0,0.0,0.0,0.0,66.0,97.0,10.0,10.0,10.0,9.0,flexible,1.09
273,2.0,100.0,1,5.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,False,False,True,True,115.0,0.0,15.0,10.0,424.0,96.0,10.0,10.0,10.0,10.0,moderate,6.64
274,1.0,100.0,1,5.0,Jamaica Plain,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,70.0,100.0,40.0,35.0,224.0,97.0,10.0,10.0,10.0,9.0,moderate,3.78
276,1.0,100.0,1,6.0,South Boston,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,100.0,40.0,25.0,71.0,90.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,1.11
277,1.0,100.0,1,6.0,South Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,False,True,True,False,250.0,300.0,100.0,25.0,119.0,89.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.87
279,3.0,60.0,0,3.0,Beacon Hill,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,False,True,False,True,100.0,0.0,0.0,10.0,177.0,90.0,8.0,10.0,10.0,10.0,moderate,2.87
